Dealer Name,City,FQ,Qty,Latitude,Longitude
JAGUAR LAND ROVER BRYANSTON,BRYANSTON,90,,,
JAGUAR CAPE TOWN,FORESHORE,90,,,
JAGUAR CENTURION,PRETORIA,60,,,
EASTERN CAPE MOTORS - JAGUAR PE,PORT ELIZABETH,60,,,
JAGUAR EAST LONDON,EAST LONDON,60,,,
JAGUAR LANDROVER BALLITO,BALLITO,30,,,
JAGUAR AND LANDROVER THE GLEN,OAKDENE,90,,,
JAGUAR/LANDROVER POLOKWANE,POLOKWANE,30,,,
JAGUAR LAND ROVER CONSTANTIABERG,CAPE TOWN,60,,,
JAGUAR UMHLANGA,UMHLANGA ROCKS,90,,,
JAN PRET FORD TREKKER PBG,LADANNA,30,,,
JBJ MACHINERY,SCHWEIZER RENEKE,30,,,
JB'S NISSAN,MALMESBURY,14,,,
JC AUTO,PRETORIA,30,,,
JEEP FIAT ALFA ROMEO MENLYN,MENLYN,120,,,
"JEEP,FIAT & ALFA PINETOWN",PINETOWN,30,,,
"JEEP,FIAT & ALFA PIN.","PINETOWN, KW   3610 GRB",30,,,
JEEP NEWCASTLE,NEWCASTLE,30,,,
 JEEP NEWCASTLE...,"NEWCASTLE, KW   2920 GRB",30,,,
JEEP FIAT OPEL PEUGEOT VREDENBURG,VREDENBURG,14,,,
JETOUR BOKSBURG,JANSEN PARK,14,,,
WEST RIDING TRADING (PTY) LTD T/A JETOUR BRYANSTON,JOHANNESBURG,90,,,
JETOUR CENTURION,CENTURION,60,,,
JETOUR DURBAN CITY,DURBAN,60,,,
JETOUR EAST LONDON,EAST LONDON,60,,,
JETOUR EDENVALE,EDENVALE,14,,,
JETOUR FOURWAYS,JOHANNESBURG,30,,,
JETOUR GEORGE,GEORGE,60,,,
JETOUR JOHANNESBURG SOUTH,JOHANNESBURG,60,,,
JETOUR KLERKSDORP,KLERKSDORP,30,,,
JETOUR LADYSMITH,LADYSMITH,30,,,
JETOUR LADYSMITH,LADYSMITH,30,,,
JETOUR MBOMBELA,NELSPRUIT,120,,,
JETOUR MENLYN,PRETORIA,30,,,
JETOUR MIDRAND,MIDRAND,120,,,
JETOUR MOBENI,MOBENI,30,,,
JETOUR MOBENI,MOBENI,30,,,
JETOUR NEWCASTLE,NEWCASTLE,30,,,
JETOUR NORTHCLIFF,NORTHCLIFF,30,,,
JETOUR PHALABORWA,PHALABORWA,60,,,
JETOUR PIETERMARITZBURG,PIETERMARITZBURG,30,,,
JETOUR PORT ELIZABETH,WALMER,60,,,
JETOUR PORT SHEPSTONE,PORT SHEPSTONE,30,,,
JETOUR RUSTENBURG,RUSTENBURG,120,,,
JETOUR THE GLEN,JOHANNESBURG,30,,,
JETOUR TYGERVALLEY,DURBANVILLE,60,,,
JETOUR TZANEEN,TZANEEN,30,,,
JETOUR WESTRAND,ROODEPOORT,30,,,
JHB AGRI (PTY) LTD,LICHTENBURG,30,,,
JOBURG CITY FORD,JOHANNESBURG,14,,,
4 WHEELS MOTOR GROUP,LICHTENBURG,30,,,
4WHEELS LICHTENBURG,LICHTENBURG,60,,,
JOHNSTONE'S KOKSTAD,KOKSTAD,30,,,
JOHN WILLIAM'S MOTORS MULTI FRANCHISE,BLOEMFONTEIN,90,,,
JOHN WILLIAMS MOTORS,LAGENHOVENPARK,180,,,
JOHN WILLIAMS MOTORS,BLOEMFONTEIN,180,,,
JOHN WILLIAMS MOTORS,BLOEMFONTEIN,180,,,
JOUBERTINA TOYOTA,JOUBERTINA,14,,,
JP BOEREDIENSTE,VOLKSRUST,30,,,
JSH MOTOR GROUP,AMALGAM,30,,,
JTR MACHINERY (PTY) LTD,WOLMARANSSTAD,30,,,
JTR MACHINERY (PTY) LTD - HOOPSTAD OUTLET,HOOPSTAD,30,,,
JTR MACHINERY (PTY) LTD - VAALHARTS OUTLET,HARTSWATER,30,,,
JUBILEE MOTORS,SPRINGS,30,,,
,,30,,,
JUPIDEX,PIETERMARITZBURG,30,,,
JW AUTO,port Elizabeth,30,,,
 JW AUTO...,Port Elizabeth,30,,,
JWL LANDBOU VOORSIENERS,ERMELO EXT 1,30,,,
KAAP AGRI BEDRYF BEPERK,MALMESBURY,30,,,
KAAP AGRI GROUP,MALMESBURG,30,,,
MAGNIS BLOEMFONTEIN TRUCKS,BLOEMFONTEIN,180,,,
KELSTON MOTORS PE (FCA),PORT ELIZABETH,60,,,
KELSTON FORD KOUGA,HUMANSDORP,30,,,
KELSTON FORD QUEENSTOWN & CRADOCK,QUEENSTOWN,60,,,
KELSTON FOTON QUEENSTOWN,QUEENSTOWN,60,,,
KELSTON GROUP,PORT ELIZABETH,60,,,
KELSTON ISUZU,GRAHAMSTOWN,60,,,
KELSTON JAC KOUGA,HUMANSDORP,30,,,
KELSTON MAHINDRA PORT ELIZABETH,CHARLO,60,,,
KELSTON MAZDA,QUEENSTOWN,60,,,
KELSTON MITSUBISHI QUEENSTOWN,QUEENSTOWN,60,,,
KELSTON POWERSTAR,PORT ELIZABETH,60,,,
KELSTON RENAULT,QUEENSTOWN,60,,,
KEMPSTON CITROEN GROUP,KEMPTON PARK,30,,,
KEMPSTON IMSA GROUP,KEMPTON PARK,30,,,
KEMPSTON HYUNDAI GROUP,KEMPTON PARK,30,,,
KEMPSTON ITSA,GEORGE,30,,,
KEMPSTON ITSA GROUP,KEMPTON PARK,30,,,
KEMPSTON MAHINDRA GROUP,EDENVALE,30,,,
KEMPSTON ISUZU,GEORGE,60,,,
KEMPSTON PEUGEOT GROUP,KEMPTON PARK,30,,,
KEMPSTON RENAULT GROUP,EAST LONDON,30,,,
KEMPSTON SUZUKI GROUP,KEMPTON PARK,30,,,
KEMPSTON VOLVO GROUP,KEMPTON PARK,30,,,
KENINGS AUTO SALES,CAPE TOWN,30,,,
KENRICH ITSA,GRAHAMSTOWN,30,,,
KENRICH MOTORS,GRAHAMSTOWN,30,,,
KENRICH MOTORS,"Port Alfred, 6170",30,,,
KENRICH MOTORS GROUP,GRAHAMSTOWN,30,,,
KENT MOTORS GROUP,HILLCREST,30,,,
KEY DURBAN...,"JACOBS, DURBAN, 4060",60,,,
KEY DURBAN,MOBENI,60,,,
KEY GROUP,PINETOWN,30,,,
KEY HIRE,PINETOWN,60,,,
KEY ITSA DURBAN,MOBENI,60,,,
KEY ITSA NEW GERMANY,PINETOWN,60,,,
KEY ITSA PIETERMARITZBURG,PIETERMARITZBURG,60,,,
KEY PEUGEOT PIETERMARITZBURG,PIETERMARITZBURG,60,,,
KEY PINETOWN,PINETOWN,60,,,
KEY PIETERMARITZBURG,PIETERMARITZBURG,60,,,
KEY TRUCKS DURBAN,MOBENI,60,,,
KH TREKKERDIENSTE BK,RAWSONVILLE,30,,,
KIA BURGERSFORT,BURGERSFORT,30,,,
KIA DURBAN SOUTH,DURBAN,60,,,
KIA LADYSMITH,LADYSMITH,60,,,
KIA LENASIA,LENASIA,30,,,
KIA MAKHADO,LOUIS TRICHARDT,180,,,
KIA MALMESBURY,MALMESBURY,30,,,
KIA MOBENI,MOBENI,30,,,
KIA MOTORS CENTURION,PRETORIA,60,,,
BEN MORGENROOD AUTO,RANDFONTEIN,30,,,
KIA NEWCASTLE...,"NEWCASTLE,   2940",30,,,
KIA NEWCASTLE,NEWCASTLE,30,,,
MMG KIA NEWCASTLE,NEWCASTLE,60,,,
KIA NIGEL,NIGEL,60,,,
BENBA MOTORS (PTY) LTD T/A KIA PAARL,SUIDER PAARL,30,,,
KIA QUEENSTOWN,QUEENSTOWN,30,,,
KIA SANDTON,KRAMERVILLE,30,,,
 KIA SANDTON...,Eastgate,30,,,
KIA UMLAZI,AMANZIMTOTI,30,,,
KIA VRYHEID,VRYHEID,30,,,
KIA WONDERWATER,ANNLIN,90,,,
MELROSE TOYOTA,MELROSE,180,,,
CFAO MOBILITY TOYOTA STANGER,STANGER,180,,,
KIMBERLEY BAKKIE CENTRE,KIMBERLEY,30,,,
KIMJER MOTORS,BURGERSDORP,30,,,
KIMBERLEY NISSAN,KIMBERLEY,180,,,
MEYERS KING WILLIAMS TOWN,EAST LONDON,30,,,
KLERKSDORP CHERY,KLERKSDORP,30,,,
KLK LANDBOU,UPINGTON,30,,,
KNYSNA NISSAN,KNYSNA,30,,,
KNYSNA TOYOTA,KNYSNA,90,,,
KOKSTAD NISSAN,KOKSTAD,60,,,
KOUGA JAC,HUMANSDORP,30,,,
KOWIE TOYOTA,PORT ALFRED,90,,,
KROON NEW HOLLAND-BOTHAVILLE OUTLET,BOTHAVILLE,30,,,
RIDE MOTORSPORT,RIVERSIDE,30,,,
KUNGWINI HYUNDAI BRONKHORSTPRUIT,BRONKHORSTSPRUIT,30,,,
EASTVAAL TOYOTA POTCHEFSTROOM,POTCHEFSTROOM,30,,,
LADYBRAND TOYOTA,LADYBRAND,90,,,
SOUTHERN AFRICAN MECHANISM - HOEDSPRUIT OUTLET,HOEDSPRUIT,30,,,
SOUTHERN AFRICAN MEC...,Letsitele,30,,,
LAMBRETTA SA,PRETORIA,30,,,
LAMBONS GROUP,BLOEMFONTEIN,30,,,
SOUTHERN MOTORS BEDFORDVIEW (PTY) LTD,BEDFORDVIEW,90,,,
LANDROVER CAPE TOWN,FORESHORE,90,,,
LAND ROVER CENTURION,CENTURION,60,,,
LANDROVER EASTERN CAPE,PORT ELIZABETH,60,,,
LANDROVER EAST LONDON,EAST LONDON,60,,,
LANDROVER EASTRAND,BOKSBURG,120,,,
LANDROVER EMPANGENI,RICHARDS BAY,30,,,
LANDMEG LANDINI,HUMANSDORP,30,,,
LAND ROVER MENLYN,PRETORIA,90,,,
LAND ROVER VEREENIGING,VEREENIGING,120,,,
LAND ROVER LIMPOPO,POLOKWANE,120,,,
LAND ROVER NELSPRUIT,NELSPRUIT,120,,,
LAND ROVER PIETERMARITZBURG,PIETERMARITZBURG,30,,,
JAGUAR AND LANDROVER SANDTON,SANDTON,90,,,
LANDINI TRACTOR,KOKSTAD,30,,,
LANDROVER UMHLANGA,UMHLANGA ROCKS,90,,,
LAUSTAR NW GROUP,KLERKSDORP,30,,,
LAZARUS CAR HIRE,CENTURION,30,,,
LAZARUS FORD,PRETORIA,60,,,
HONDA CENTURION,CENTURION,60,,,
LAZARUS MAZDA,PRETORIA,60,,,
LAZARUS MOTORS GROUP,PRETORIA,60,,,
LDC AUTO,VEREENIGING,30,,,
LDV BALLITO,BALLITO,30,,,
,,30,,,
LDV BELLVILLE,BELLVILLE,30,,,
LDV BOKSBURG,EAST RAND MALL,180,,,
LDV DURBAN SOUTH,ROSSBURGH,30,,,
LDV EAST LONDON,EAST LONDON,60,,,
LDV ESTCOURT,ESTCOURT,30,,,
LDV GQEBERHA,PORT ELIZABETH,60,,,
LDV HUMANSDORP,HUMANSDORP,30,,,
LDV LADYSMITH,LADYSMITH,30,,,
LDV LADYSMITH,LADYSMITH,30,,,
LDV LOUIS TRICHARDT,LOUIS TRICHARDT,30,,,
LDV MOBENI,DURBAN,30,,,
,Mobeni,30,,,
LDV NEWCASTLE,NEWCASTLE,30,,,
LDV NEWCASTLE,"NEWCASTLE, KW   2940 GRB",30,,,
LDV PHALABORWA,PHALABORWA,60,,,
LDV PIETERMARITZBURG,PIETERMARITZBURG,30,,,
LDV PINETOWN,PINETOWN,30,,,
LDV PINETOWN,PINETOWN,30,,,
LDV TZANEEN,TZANEEN,60,,,
LDV VRYHEID,VRYHEID,30,,,
LE ROUX MOTORS,KEMPTON PARK,30,,,
LENS AUTO GROUP,GRAHAMSTOWN,30,,,
LEONS AUTO RUSTENBURG,NORTH WEST,120,,,
LEON'S MOTORS FORD RUSTENBURG,RUSTENBURG,90,,,
LEPAS BRUMA,KENSINGTON,30,,,
AUTOCITY LEPAS ALBERTON,ALBERTON,30,,,
LEPAS EDENVALE,JOHANNESBURG,30,,,
LEPAS GEORGE,GEORGE,30,,,
LEPAS GQEBERHA,PORT ELIZABETH,30,,,
LEPAS LENASIA,LENASIA,30,,,
LEPAS MIDDELBURG,MIDDELBURG,30,,,
LEPAS MILNERTON,MILNERTON,30,,,
LEPAS PRETORIA,PRETORIA,30,,,
LEPAS TZANEEN,TZANEEN,30,,,
LEPAS BLOEMFONTEIN,BLOEMFONTEIN,30,,,
LEPAS BOKSBURG,BOKSBURG,30,,,
LEPAS CAPE TOWN CITY,DE WATERKANT,30,,,
LEPAS CLEARWATER,ROODEPOORT,30,,,
LEPAS EAST LONDON,EAST LONDON,60,,,
LEPAS JOHANNESBURG CITY,JOHANNESBURG,30,,,
LEPAS MIDRAND,MIDRAND,30,,,
LEREKO ISUZU BLOEMFONTEIN,BLOEMFONTEIN,30,,,
LEREKO MOTORS/IMPERIAL,BLOEMFONTEIN,30,,,
ISUZU TRUCK WORLD,KEMPTON PARK,30,,,
LEXUS CENTURION,PRETORIA,30,,,
LEXUS FOURWAYS,FOURWAYS,90,,,
MOTUS LEXUS NELSPRUIT,NELSPRUIT,180,,,
LEZMIN LANDINI,KIRKWOOD,30,,,
LICHTENBURG TOYOTA,LICHTENBURG,90,,,
HYUNDAI WATERBERG,Mahala Motors,14,,,
HYUNDAI BELA BELA,BELA-BELA,14,,,
LIMPOPO NEW HOLLAND (PTY) LTD,POLOKWANE LIMPOPO,30,,,
LIMPOPO NISSAN BELA-BELA,BELA-BELA,14,,,
LIMPOPO NISSAN BELA-BELA,Mahala motors,14,,,
LIMPOPO TOYOTA,POLOKWANE,180,,,
LINEX YAMAHA,RANDBURG,30,,,
LIONEL MOTORS,RUSTENBURG,120,,,
LMB AUTO,RUSTENBURG,30,,,
LMG MONTANA STELLANTIS,PRETORIA,30,,,
LOCROSS GROUP,GEORGE,30,,,
HALFWAY TOYOTA GEORGE,GEORGE,90,,,
LOFTUS CARAVAN CITY,RANDBURG,30,,,
LONGTOM NISSAN ERMELO,ERMELO,14,,,
LONGTOM NISSAN GROUP,ERMELO,30,,,
LONGTOM NISSAN LYDENBURG,LYDENBURG,14,,,
LONGTOM NISSAN LYDENBURG,LYDENBURG,14,,,
LONGTOM NISSAN LYDENBURG,LYDENBURG,14,,,
KARIM MOTOR GROUP,LOUIS TRICHARDT,30,,,
LUHAN AUTO,GEZINA,7,,,
LUSTED & JOHNSON,IXOPO,60,,,
LYBASOL BEHEREND (PTY) LTD,LYDENBURG,30,,,
LYDENBURG TOYOTA,LYDENBURG,90,,,
M & F BEMARKING,DELMAS,30,,,
M & I MOTORS,KURUMAN,30,,,
M5 AUTO,BOKSBURG,30,,,
MADMACS MOTORCYCLES,STRAND,30,,,
MAEMO MOTORS,RUSTENBURG,180,,,
4WHEELS MAHIKENG,MAFIKENG,60,,,
MAFIKENG TOYOTA,MAFIKENG,90,,,
MAGNIS TRUCKS PRETORIA EAST,PRETORIA,180,,,
MAGNIS TRUCKS EMPANGENI,RICHARDS BAY,180,,,
MAGNIS TRUCKS GROUP,PRETORIA WEST,30,,,
MAGNIS TRUCKS SAMRAND,SAMRAND,180,,,
MAHINDRA AMANZIMTOTI,AMANZIMTOTI,60,,,
MAHINDRA BELA BELA,BELA BELA,30,,,
MAHINDRA BENONI,BENONI,30,,,
MAHINDRA BENONI,BENONI,30,,,
MAHINDRA BETHAL,BETHAL,30,,,
MAHINDRA BETHLEHEM,BLOEMFONTEIN,30,,,
T/A MAHINDRA BETHLEHEM,BETHLEHEM,30,,,
MAHINDRA BLOEMFONTEIN,BLOEMFONTEIN,30,,,
T/A MAHINDRA BLOEMFONTEIN,BLOEMFONTEIN,30,,,
MAHINDRA BRYANSTON,SANDTON,30,,,
MAHINDRA CAPE METRO,"MILNERTON, CAPE TOWN",30,,,
MAHINDRA CENTURION,PRETORIA,30,,,
MAHINDRA DURBAN,DURBAN,180,,,
MAHINDRA EASTRAND,BOKSBURG,30,,,
MAHINDRA EASTRAND,BOKSBURG,30,,,
MAHINDRA EAST LONDON,ARCADIA,60,,,
MAHINDRA FOURWAYS,FOURWAYS,30,,,
MAHINDRA EDENVALE,EDENVALE,30,,,
Mahindra Edenvale,Edenvale,30,,,
MAHINDRA GEORGE,GEORGE,30,,,
MAHINDRA JHB SOUTH,KENILWORTH,60,,,
MAHINDRA KEMPTON PARK,KEMPTONPARK,180,,,
MAHINDRA KIMBERLEY,KIMBERLEY,60,,,
MAHINDRA WEST RAND,ROODEPOORT,90,,,
MAHINDRA LADYSMITH,LADYSMITH,60,,,
MAHINDRA LENASIA,LENASIA,30,,,
MAHINDRA MILNERTON,CAPE TOWN,30,,,
MAHINDRA MOKOPANE,MOKOPANE,30,,,
MAHINDRA OTTERY,OTTERY,30,,,
MAHINDRA PAARLBERG,PAARL,30,,,
MAHINDRA POLOKWANE,POLOKWANE,30,,,
MAHINDRA PRETORIA NORTH,PRETORIA NORTH,30,,,
MAHINDRA PRETORIA NORTH,Wonderboom,30,,,
MAHINDRA RIVONIA,SUNNINGHILL,60,,,
MAHINDRA RUSTENBURG,RUSTENBURG,30,,,
MAHINDRA SPRINGS,SPRINGS,30,,,
MAHINDRA SPRINGBOK,SPRINGBOK,30,,,
MAHINDRA TOKAI,TOKAI,180,,,
MAHINDRA UPINGTON,UPINGTON,60,,,
MAHINDRA  VRYHEID,VRYHEID,60,,,
MAHINDRA WELKOM,WELKOM,60,,,
MAHINDRA WORCESTER,WORCESTER,30,,,
M & J MOTORS LICHTENBURG,LICHTENBURG,14,,,
MALALANE AGRI SERVICES (PTY) LTD,ROCKY DRIFT EXT 1,30,,,
MALMESBURY TOYOTA,MALMESBURY,14,,,
MALELANE FORD,MALELANE,60,,,
MALELANE GARAGE,MALELANE,30,,,
MALELANE GARAGE,MALELANE,30,,,
MALELANE GARAGE,MALELANE,30,,,
MALMESBURY GM GROUP,PAROW,30,,,
MALELANE TOYOTA,MALELANE,30,,,
MAN TRUCK & BUS CENTRE JHB,CITY DEEP,180,,,
MARULENG AUTO,HOEDSPRUIT,60,,,
MOTUS NISSAN MENLYN,GEZINA PRETORIA,180,,,
MARK KITCHING GROUP,KOKSTAD,30,,,
MARTIN MORGAN MOTORS,VEREENIGING,30,,,
CFAO MOBILITY TOYOTA RONDEBOSH,RONDEBOSCH EAST,180,,,
CFAO MOBILITY TOYOTA CAPE TOWN CITY,CAPE TOWN,180,,,
CFAO MOBILITY TOYOTA TOKAI,CAPE TOWN,180,,,
MARK WHITE NISSAN AMANZIMTOTI,UMBOGINTWINI,30,,,
MARK WHITE MOTORS,SANDTON,30,,,
MARK WHITE NISSAN...,Fourways,30,,,
MARK WHITE NISSAN,FOURWAYS,30,,,
MARK WILSON GROUP,QUEENSTOWN,30,,,
MASTER CAR SALES,TRICHARDT,30,,,
MASCOR CORPORATION GROUP,GREYTOWN,30,,,
MASERATI DEALERSHIP JOHANNESBURG,BRYANSTON JOHANNESBURG,30,,,
MASERATI JHB,BRYANSTON,30,,,
MASCOR JOHN DEERE,GREYTOWN.,30,,,
MASCOR TOYOTA - GREYTOWN,GREYTOWN,30,,,
MAUBRA AGRI,BRITS,30,,,
MAUBRA UTILITY PRODUCTS (PTY) LTD,BRITS,30,,,
MAXUS ELECTRIC VEHICLES,PRETORIA,30,,,
MAZDA CAPE TOWN,CAPE TOWN,30,,,
MAZDA CLAREMONT,CLAREMONT,90,,,
MAZDA CLEARWATER,ROODEPOORT,60,,,
MAZDA CONNECT BLOEMFONTEIN,BLOEMFONTEIN,60,,,
MAZDA CONNECT GROUP,BLOEMFONTEIN,30,,,
MAZDA CONNECT KIMBERLEY,KIMBERLEY,30,,,
MAZDA CONNECT WELKOM,WELKOM,30,,,
MAZDA CRADOCK,CRADOCK,30,,,
MAZDA EAST LONDON,EAST LONDON,60,,,
MAZDA EAST RAND,BOKSBURG,120,,,
MAZDA ERMELO,ERMELO,30,,,
MAZDA JOHANNESBURG SOUTH,JOHANNESBURG,60,,,
MAZDA JOHANNESBURG S...,"Bassonia, 2061",60,,,
 MAZDA JOHANNESBURG S...,"Oakdene, 2190",60,,,
MAZDA LOUIS TRICHARDT,LOUIS TRICHARDT,180,,,
MAZDA PORT ELIZABETH,PORT ELIZABETH,60,,,
HALFWAY MAZDA PORT SHEPSTONE,PORT SHEPSTONE,60,,,
MAZDA RUSTENBURG,RUSTENBURG,120,,,
PROTON CLEARWATER,ROODEPOORT,60,,,
MAZDA SUZUKI TYGERVALLEY,BELLVILLE,90,,,
MAZDA THE GLEN,GLEN EAGLES,30,,,
MAZDA VAAL,VEREENIGING,30,,,
MCCARTHY UD ALBERTON,ALRODE,180,,,
MCCARTHY CENTURION,CENTURION,180,,,
BIDVEST MCCARTHY BAIC MELROSE,JOHANNESBURG,30,,,
MCCARTHY UD BOKSBURG,BOKSBURG,180,,,
MCCARTHY CENTURION,CENTURION,180,,,
MCCARTHY CHRYSLER & FIAT GROUP,DURBAN,30,,,
MCCARTHY DATSUN GROUP,GERMISTON,30,,,
BIDVEST MCCARTHY DATSUN RANDBURG,RANDBURG,180,,,
BIDVEST MCCARTHY DATSUN WOODMEAD,WOODMEAD,180,,,
MCCARTHY(PTY)LIMITED T/A BIDVEST MCCARTHY GAC GATE,UMHLANGA,180,,,
MCCARTHY GENERAL MOTORS,DURBAN,30,,,
BIDVEST MCCARTHY GWM HAVAL GROBLERSDAL,GROBLERSDAL,180,,,
BIDVEST MCCARTHY HINO MOBENI,DURBAN,180,,,
MCCARTHY INYANGA JETOUR,EMPANGENI,180,,,
MCCARTHY INYANGA MOTORS EMPANGENI,EMPANGENI RAIL,180,,,
BIDVEST MCCARTHY T/A ISUZU LIGHT COMMERCIAL,PRETORIA EAST,180,,,
MCCARTHY ITSA GROUP,DURBAN,30,,,
BIDVEST MCCARTHY JAC MENLYN,PRETORIA,180,,,
MCCARTHY JAGUAR GROUP,MIDRAND,30,,,
MCCARTHY KIA GROUP,DURBAN,30,,,
MCCARTHY KUNENE,WITBANK,180,,,
MCCARTHY JAGUAR LAND ROVER WEST RAND,CONSTANTIA KLOOF,180,,,
LANDROVER & JAGUAR DURBAN,DURBAN,180,,,
MCCARTHY LANDROVER GROUP,DURBAN,30,,,
MCCARTHY LANDROVER MIDRAND,MIDRAND,180,,,
MCCARTHY LANDROVER N1 CITY,N1 CITY,180,,,
BIDVEST MCCARTHY LEXUS MIDRAND,MIDRAND,180,,,
MCCARTHY GROUP,DURBAN,30,,,
MCCARTHY  MAHINDRA SILVER LAKES A DIVISION OF MCCA,PRETORIA,180,,,
MCCARTHY MAZDA GROUP,PAARL,30,,,
MCCARTHY JAGUAR MIDRAND,MIDRAND,180,,,
MCCARTHY MITSUBISHI GROUP,WITBANK,30,,,
MCCARTHY UD TRUCK GROUP,DURBAN,30,,,
BIDVEST MCCARTHY NISSAN END STREET,JOHANNESBURG,180,,,
MCCARTHY NISSAN FRANCHISE HEAD OFFICE,GERMISTON,30,,,
BIDVEST MCCARTHY NISSAN GATEWAY,UMHLANGA,180,,,
BIDVEST MCCARTHY NISSAN GERMISTON,GERMISTON,180,,,
MCCARTHY NISSAN GROUP,DURBAN,30,,,
BIDVEST MCCARTHY NISSAN MELROSE,MELROSE,180,,,
MCCARTHY NISSAN RAND...,Woodmead,180,,,
BIDVEST MCCARTHY NISSAN RANDBURG,RANDBURG,180,,,
BIDVEST MCCARTHY NISSAN WOODMEAD,SANDTON,180,,,
MCCARTHY RENAULT GATEWAY,UMHLANGA,180,,,
MCCARTHY RENAULT GERMISTON,GERMISTON,180,,,
MCCARTHY RENAULT GROUP,DURBAN,30,,,
MCCARTHY RENAULT PIETERMARITZBURG,PIETERMARITZBURG,180,,,
MCCARTHY RENAULT WOODMEAD,WOODMEAD,180,,,
MCCARTHY SUZUKI GROUP,DURBAN,30,,,
BIDVEST MCCARTHY TATA MELROSE,JOHANNESBURG,30,,,
BIDVEST MCCARTHY TOYOTA ARCARDIA,PRETORIA,180,,,
BIDVEST MCCARTHY TOYOTA HATFIELD,BROOKLYN,180,,,
BIDVEST MCCARTHY TOYOTA BRUMA,BRUMA,180,,,
BIDVEST MCCARTHY TOYOTA CENTURION,PRETORIA,180,,,
BIDVEST MCCARTHY TOYOTA DURBAN,DURBAN,180,,,
BIDVEST MCCARTHY TOY...,Durban,180,,,
BIDVEST MCCARTHY TOYOTA DURBAN NORTH,DURBAN NORTH,180,,,
 BIDVEST MCCARTHY TOY...,Durban,180,,,
BIDVEST MCCARTHY TOYOTA EDENVALE,EDENVALE,180,,,
BIDVEST MCCARTHY TOYOTA EMPANGENI,EMPANGENI,180,,,
BIDVEST MCCARTHY TOY..,"EMPANGENI,   3910 ZAF",180,,,
BIDVEST MCCARTHY TOYOTA GEZINA,PRETORIA NORTH,180,,,
BIDVEST MCCARTHY TOYOTA GEZINA,Storage,180,,,
MCCARTHY TOYOTA GROUP,DURBAN,30,,,
BIDVEST MCCARTHY TOYOTA KENILWORTH,KENILWORTH,180,,,
BIDVEST MCCARTHY TOYOTA LEXUS,DURBAN,180,,,
BIDVEST MCCARTHY TOYOTA MIDRAND,MIDRAND,180,,,
BIDVEST MCCARTHY TOYOTA MOBENI,DURBAN,180,,,
 BIDVEST MCCARTHY TOY...,"DURBAN,   4092 ZAF",180,,,
BIDVEST MCCARTHY TOYOTA N1 CITY,N1 CITY,180,,,
BIDVEST MCCARTHY TOYOTA PAARL,PAARL,180,,,
BIDVEST MCCARTHY TOYOTA PINETOWN,DURBAN,180,,,
BIDVEST MCCARTHY TOY...,PINETOWN...,180,,,
BIDVEST MCCARTHY TOYOTA PMB,PIETERMARITZBURG,180,,,
 BIDVEST MCCARTHY TOY...,PIETERMARITZBURG,180,,,
HINO TRUCKS PIETERMARITZBURG,MKONDENI,180,,,
BIDVEST MCCARTHY TOYOTA LYNNWOOD,PRETORIA,180,,,
BIDVEST MCCARTHY TOYOTA SINOVILLE,PRETORIA,180,,,
BIDVEST MCCARTHY TOYOTA TABLEVIEW,TABLEVIEW,180,,,
BIDVEST MCCARTHY TOYOTA TONGAAT BALITO,BALITO,180,,,
BIDVEST MCCARTHY TOY...,"BALITO,",180,,,
HINO PINETOWN,PINETOWN,180,,,
BIDVEST MCCARTHY TOYOTA WOODMEAD,WOODMEAD,180,,,
MCMANUS NISSAN PIET RETIEF,PIET RETIEF,60,,,
MC MOTORS,KLERKSDORP,30,,,
MCMANUS RENAULT PIET RETIEF,PIET RETIEF,60,,,
MERCEDES BENZ PAARL,PAARL,120,,,
MEGA-AGRI,HOOPSTAD,30,,,
MEGA THERON KLERKSDORP,KLERKSDORP,30,,,
MEGA THERON MAHIKENG KIA & MAHINDRA,MAHIKENG,30,,,
MEGA THERON POTCHEFSTROOM,POTCHEFSTROOM,30,,,
MEGA THERON GROUP,KLERKSDORP,30,,,
,,30,,,
MEGA THERON MAHIKENG GWM & HAVAL,MAHIKENG,30,,,
MEGA THERON TRADERS,KLERKSDROP,30,,,
NORTH MOTOR GROUP,SANDTON,30,,,
MEKOR KZN GROUP,EMPANGENI,30,,,
MEKOR MG CLAREMONT,CLAREMONT,30,,,
HONDA AUTO TYGERBERG CARS,BELLVILLE,90,,,
HONDA AUTO TYGERBERG BIKES,BELLVILLE,90,,,
MEKOR CAPE TOWN CITY,FORESHORE,90,,,
MEKOR MOTORS GROUP,SANDTON,30,,,
HONDA CLAREMONT,CLAREMONT,90,,,
MEKOR WESTERN CAPE GROUP,BELLVILLE,30,,,
MELROSE MOTOR GROUP,MELROSE,30,,,
MERCEDES BENZ CONSTANTIABERG,TOKAI,30,,,
MERCEDES BENZ STELLENBOSCH,STELLENBOSCH,120,,,
MERCEDES BENZ CENTURY CITY,CENTURY CITY,30,,,
MERCURIUS MOTORS T/A CHERY POLOKWANE,POLOKWANE,180,,,
MERCURIUS MOTORS,POLOKWANE,180,,,
MERCURIUS MOTORS TZANEEN,TZANEEN,180,,,
MEYERS EAST LONDON,EAST LONDON,60,,,
MEYERS EAST LONDON GROUP,EAST LONDON,60,,,
